YEAR,MARKS_SCORED,CATEGORY,GENDER,PWD_STATUS,EXPECTED_GENERAL_RANK_MIN,EXPECTED_GENERAL_RANK_MAX,EXPECTED_CATEGORY_RANK_MIN,EXPECTED_CATEGORY_RANK_MAX
2025,19,GENERAL,F,No,0,0,0,0
2025,19,GENERAL,F,Yes,0,0,0,0
2025,19,EWS,M,No,0,0,0,0
2025,19,EWS,M,Yes,0,0,0,0
2025,19,EWS,F,No,0,0,0,0
2025,19,EWS,F,Yes,0,0,0,0
2025,19,OBC-NCL,M,No,0,0,0,0
2025,19,OBC-NCL,M,Yes,0,0,0,0
2025,19,OBC-NCL,F,No,0,0,0,0
2025,19,OBC-NCL,F,Yes,0,0,0,0
2025,19,SC,M,No,0,0,0,0
2025,19,SC,M,Yes,0,0,0,0
2025,19,SC,F,No,0,0,0,0
2025,19,SC,F,Yes,0,0,0,0
2025,19,ST,M,No,0,0,0,0
2025,19,ST,M,Yes,0,0,0,0
2025,19,ST,F,No,0,0,0,0
2025,19,ST,F,Yes,0,0,0,0
2025,20,GENERAL,M,No,0,0,0,0
2025,20,GENERAL,M,Yes,0,0,0,0
2025,20,GENERAL,F,No,0,0,0,0
2025,20,GENERAL,F,Yes,0,0,0,0
2025,20,EWS,M,No,0,0,0,0
2025,20,EWS,M,Yes,0,0,0,0
2025,20,EWS,F,No,0,0,0,0
2025,20,EWS,F,Yes,0,0,0,0
2025,20,OBC-NCL,M,No,0,0,0,0
2025,20,OBC-NCL,M,Yes,0,0,0,0
2025,20,OBC-NCL,F,No,0,0,0,0
2025,20,OBC-NCL,F,Yes,0,0,0,0
2025,20,SC,M,No,0,0,0,0
2025,20,SC,M,Yes,0,0,0,0
2025,20,SC,F,No,0,0,0,0
2025,20,SC,F,Yes,0,0,0,0
2025,20,ST,M,No,0,0,0,0
2025,20,ST,M,Yes,0,0,0,0
2025,20,ST,F,No,0,0,0,0
2025,20,ST,F,Yes,0,0,0,0
2025,21,GENERAL,M,No,0,0,0,0
2025,21,GENERAL,M,Yes,0,0,0,0
2025,21,GENERAL,F,No,0,0,0,0
2025,21,GENERAL,F,Yes,0,0,0,0
2025,21,EWS,M,No,0,0,0,0
2025,21,EWS,M,Yes,0,0,0,0
2025,21,EWS,F,No,0,0,0,0
2025,21,EWS,F,Yes,0,0,0,0
2025,21,OBC-NCL,M,No,0,0,0,0
2025,21,OBC-NCL,M,Yes,0,0,0,0
2025,21,OBC-NCL,F,No,0,0,0,0
2025,21,OBC-NCL,F,Yes,0,0,0,0
2025,21,SC,M,No,0,0,0,0
2025,21,SC,M,Yes,0,0,0,0
2025,21,SC,F,No,0,0,0,0
2025,21,SC,F,Yes,0,0,0,0
2025,21,ST,M,No,0,0,0,0
2025,21,ST,M,Yes,0,0,0,0
2025,21,ST,F,No,0,0,0,0
2025,21,ST,F,Yes,0,0,0,0
2025,22,GENERAL,M,No,0,0,0,0
2025,22,GENERAL,M,Yes,0,0,0,0
2025,22,GENERAL,F,No,0,0,0,0
2025,22,GENERAL,F,Yes,0,0,0,0
2025,22,EWS,M,No,0,0,0,0
2025,22,EWS,M,Yes,0,0,0,0
2025,22,EWS,F,No,0,0,0,0
2025,22,EWS,F,Yes,0,0,0,0
2025,22,OBC-NCL,M,No,0,0,0,0
2025,22,OBC-NCL,M,Yes,0,0,0,0
2025,22,OBC-NCL,F,No,0,0,0,0
2025,22,OBC-NCL,F,Yes,0,0,0,0
2025,22,SC,M,No,0,0,0,0
2025,22,SC,M,Yes,0,0,0,0
2025,22,SC,F,No,0,0,0,0
2025,22,SC,F,Yes,0,0,0,0
2025,22,ST,M,No,0,0,0,0
2025,22,ST,M,Yes,0,0,0,0
2025,22,ST,F,No,0,0,0,0
2025,22,ST,F,Yes,0,0,0,0
2025,23,GENERAL,M,No,0,0,0,0
2025,23,GENERAL,M,Yes,0,0,0,0
2025,23,GENERAL,F,No,0,0,0,0
2025,23,GENERAL,F,Yes,0,0,0,0
2025,23,EWS,M,No,0,0,0,0
2025,23,EWS,M,Yes,0,0,0,0
2025,23,EWS,F,No,0,0,0,0
2025,23,EWS,F,Yes,0,0,0,0
2025,23,OBC-NCL,M,No,0,0,0,0
2025,23,OBC-NCL,M,Yes,0,0,0,0
2025,23,OBC-NCL,F,No,0,0,0,0
2025,23,OBC-NCL,F,Yes,0,0,0,0
2025,23,SC,M,No,0,0,0,0
2025,23,SC,M,Yes,0,0,0,0
2025,23,SC,F,No,0,0,0,0
2025,23,SC,F,Yes,0,0,0,0
2025,23,ST,M,No,0,0,0,0
2025,23,ST,M,Yes,0,0,0,0
2025,23,ST,F,No,0,0,0,0
2025,23,ST,F,Yes,0,0,0,0
2025,24,GENERAL,M,No,0,0,0,0
2025,24,GENERAL,M,Yes,0,0,0,0
2025,24,GENERAL,F,No,0,0,0,0
2025,24,GENERAL,F,Yes,0,0,0,0
2025,24,EWS,M,No,0,0,0,0
2025,24,EWS,M,Yes,0,0,0,0
2025,24,EWS,F,No,0,0,0,0
2025,24,EWS,F,Yes,0,0,0,0
2025,24,OBC-NCL,M,No,0,0,0,0
2025,24,OBC-NCL,M,Yes,0,0,0,0
2025,24,OBC-NCL,F,No,0,0,0,0
2025,24,OBC-NCL,F,Yes,0,0,0,0
2025,24,SC,M,No,0,0,0,0
2025,24,SC,M,Yes,0,0,0,0
2025,24,SC,F,No,0,0,0,0
2025,24,SC,F,Yes,0,0,0,0
2025,24,ST,M,No,0,0,0,0
2025,24,ST,M,Yes,0,0,0,0
2025,24,ST,F,No,0,0,0,0
2025,24,ST,F,Yes,0,0,0,0
2025,25,GENERAL,M,No,0,0,0,0
2025,25,GENERAL,M,Yes,0,0,0,0
2025,25,GENERAL,F,No,0,0,0,0
2025,25,GENERAL,F,Yes,0,0,0,0
2025,25,EWS,M,No,0,0,0,0
2025,25,EWS,M,Yes,0,0,0,0
2025,25,EWS,F,No,0,0,0,0
2025,25,EWS,F,Yes,0,0,0,0
2025,25,OBC-NCL,M,No,0,0,0,0
2025,25,OBC-NCL,M,Yes,0,0,0,0
2025,25,OBC-NCL,F,No,0,0,0,0
2025,25,OBC-NCL,F,Yes,0,0,0,0
2025,25,SC,M,No,0,0,0,0
2025,25,SC,M,Yes,0,0,0,0
2025,25,SC,F,No,0,0,0,0
2025,25,SC,F,Yes,0,0,0,0
2025,25,ST,M,No,0,0,0,0
2025,25,ST,M,Yes,0,0,0,0
2025,25,ST,F,No,0,0,0,0
2025,25,ST,F,Yes,0,0,0,0
2025,26,GENERAL,M,No,0,0,0,0
2025,26,GENERAL,M,Yes,0,0,0,0
2025,26,GENERAL,F,No,0,0,0,0
2025,26,GENERAL,F,Yes,0,0,0,0
2025,26,EWS,M,No,0,0,0,0
2025,26,EWS,M,Yes,0,0,0,0
2025,26,EWS,F,No,0,0,0,0
2025,26,EWS,F,Yes,0,0,0,0
2025,26,OBC-NCL,M,No,0,0,0,0
2025,26,OBC-NCL,M,Yes,0,0,0,0
2025,26,OBC-NCL,F,No,0,0,0,0
2025,26,OBC-NCL,F,Yes,0,0,0,0
2025,26,SC,M,No,0,0,0,0
2025,26,SC,M,Yes,0,0,0,0
2025,26,SC,F,No,0,0,0,0
2025,26,SC,F,Yes,0,0,0,0
2025,26,ST,M,No,0,0,0,0
2025,26,ST,M,Yes,0,0,0,0
2025,26,ST,F,No,0,0,0,0
2025,26,ST,F,Yes,0,0,0,0
2025,27,GENERAL,M,No,0,0,0,0
2025,27,GENERAL,M,Yes,0,0,0,0
2025,27,GENERAL,F,No,0,0,0,0
2025,27,GENERAL,F,Yes,0,0,0,0
2025,27,EWS,M,No,0,0,0,0
2025,27,EWS,M,Yes,0,0,0,0
2025,27,EWS,F,No,0,0,0,0
2025,27,EWS,F,Yes,0,0,0,0
2025,27,OBC-NCL,M,No,0,0,0,0
2025,27,OBC-NCL,M,Yes,0,0,0,0
2025,27,OBC-NCL,F,No,0,0,0,0
2025,27,OBC-NCL,F,Yes,0,0,0,0
2025,27,SC,M,No,0,0,0,0
2025,27,SC,M,Yes,0,0,0,0
2025,27,SC,F,No,0,0,0,0
2025,27,SC,F,Yes,0,0,0,0
2025,27,ST,M,No,0,0,0,0
2025,27,ST,M,Yes,0,0,0,0
2025,27,ST,F,No,0,0,0,0
2025,27,ST,F,Yes,0,0,0,0
2025,28,GENERAL,M,No,0,0,0,0
2025,28,GENERAL,M,Yes,0,0,0,0
2025,28,GENERAL,F,No,0,0,0,0
2025,28,GENERAL,F,Yes,0,0,0,0
2025,28,EWS,M,No,0,0,0,0
2025,28,EWS,M,Yes,0,0,0,0
2025,28,EWS,F,No,0,0,0,0
2025,28,EWS,F,Yes,0,0,0,0
2025,28,OBC-NCL,M,No,0,0,0,0
2025,28,OBC-NCL,M,Yes,0,0,0,0
2025,28,OBC-NCL,F,No,0,0,0,0
2025,28,OBC-NCL,F,Yes,0,0,0,0
2025,28,SC,M,No,0,0,0,0
2025,28,SC,M,Yes,0,0,0,0
2025,28,SC,F,No,0,0,0,0
2025,28,SC,F,Yes,0,0,0,0
2025,28,ST,M,No,0,0,0,0
2025,28,ST,M,Yes,0,0,0,0
2025,28,ST,F,No,0,0,0,0
2025,28,ST,F,Yes,0,0,0,0
2025,29,GENERAL,M,No,0,0,0,0
2025,29,GENERAL,M,Yes,0,0,0,0
2025,29,GENERAL,F,No,0,0,0,0
2025,29,GENERAL,F,Yes,0,0,0,0
2025,29,EWS,M,No,0,0,0,0
2025,29,EWS,M,Yes,0,0,0,0
2025,29,EWS,F,No,0,0,0,0
2025,29,EWS,F,Yes,0,0,0,0
2025,29,OBC-NCL,M,No,0,0,0,0
2025,29,OBC-NCL,M,Yes,0,0,0,0
2025,29,OBC-NCL,F,No,0,0,0,0
2025,29,OBC-NCL,F,Yes,0,0,0,0
2025,29,SC,M,No,0,0,0,0
2025,29,SC,M,Yes,0,0,0,0
2025,29,SC,F,No,0,0,0,0
2025,29,SC,F,Yes,0,0,0,0
2025,29,ST,M,No,0,0,0,0
2025,29,ST,M,Yes,0,0,0,0
2025,29,ST,F,No,0,0,0,0
2025,29,ST,F,Yes,0,0,0,0
2025,30,GENERAL,M,No,0,0,0,0
2025,30,GENERAL,M,Yes,0,0,0,0
2025,30,GENERAL,F,No,0,0,0,0
2025,30,GENERAL,F,Yes,0,0,0,0
2025,30,EWS,M,No,0,0,0,0
2025,30,EWS,M,Yes,0,0,0,0
2025,30,EWS,F,No,0,0,0,0
2025,30,EWS,F,Yes,0,0,0,0
2025,30,OBC-NCL,M,No,0,0,0,0
2025,30,OBC-NCL,M,Yes,0,0,0,0
2025,30,OBC-NCL,F,No,0,0,0,0
2025,30,OBC-NCL,F,Yes,0,0,0,0
2025,30,SC,M,No,0,0,0,0
2025,30,SC,M,Yes,0,0,0,0
2025,30,SC,F,No,0,0,0,0
2025,30,SC,F,Yes,0,0,0,0
2025,30,ST,M,No,0,0,0,0
2025,30,ST,M,Yes,0,0,0,0
2025,30,ST,F,No,0,0,0,0
2025,30,ST,F,Yes,0,0,0,0
2025,31,GENERAL,M,No,0,0,0,0
2025,31,GENERAL,M,Yes,0,0,0,0
2025,31,GENERAL,F,No,0,0,0,0
2025,31,GENERAL,F,Yes,0,0,0,0
2025,31,EWS,M,No,0,0,0,0
2025,31,EWS,M,Yes,0,0,0,0
2025,31,EWS,F,No,0,0,0,0
2025,31,EWS,F,Yes,0,0,0,0
2025,31,OBC-NCL,M,No,0,0,0,0
2025,31,OBC-NCL,M,Yes,0,0,0,0
2025,31,OBC-NCL,F,No,0,0,0,0
2025,31,OBC-NCL,F,Yes,0,0,0,0
2025,31,SC,M,No,0,0,0,0
2025,31,SC,M,Yes,0,0,0,0
2025,31,SC,F,No,0,0,0,0
2025,31,SC,F,Yes,0,0,0,0
2025,31,ST,M,No,0,0,0,0
2025,31,ST,M,Yes,0,0,0,0
2025,31,ST,F,No,0,0,0,0
2025,31,ST,F,Yes,0,0,0,0
2025,32,GENERAL,M,No,0,0,0,0
2025,32,GENERAL,M,Yes,0,0,0,0
2025,32,GENERAL,F,No,0,0,0,0
2025,32,GENERAL,F,Yes,0,0,0,0
2025,32,EWS,M,No,0,0,0,0
2025,32,EWS,M,Yes,0,0,0,0
2025,32,EWS,F,No,0,0,0,0
2025,32,EWS,F,Yes,0,0,0,0
2025,32,OBC-NCL,M,No,0,0,0,0
2025,32,OBC-NCL,M,Yes,0,0,0,0
2025,32,OBC-NCL,F,No,0,0,0,0
2025,32,OBC-NCL,F,Yes,0,0,0,0
2025,32,SC,M,No,0,0,0,0
2025,32,SC,M,Yes,0,0,0,0
2025,32,SC,F,No,0,0,0,0
2025,32,SC,F,Yes,0,0,0,0
2025,32,ST,M,No,0,0,0,0
2025,32,ST,M,Yes,0,0,0,0
2025,32,ST,F,No,0,0,0,0
2025,32,ST,F,Yes,0,0,0,0
2025,33,GENERAL,M,No,0,0,0,0
2025,33,GENERAL,M,Yes,0,0,0,0
2025,33,GENERAL,F,No,0,0,0,0
2025,33,GENERAL,F,Yes,0,0,0,0
2025,33,EWS,M,No,0,0,0,0
2025,33,EWS,M,Yes,0,0,0,0
2025,33,EWS,F,No,0,0,0,0
2025,33,EWS,F,Yes,0,0,0,0
2025,33,OBC-NCL,M,No,0,0,0,0
2025,33,OBC-NCL,M,Yes,0,0,0,0
2025,33,OBC-NCL,F,No,0,0,0,0
2025,33,OBC-NCL,F,Yes,0,0,0,0
2025,33,SC,M,No,0,0,0,0
2025,33,SC,M,Yes,0,0,0,0
2025,33,SC,F,No,0,0,0,0
2025,33,SC,F,Yes,0,0,0,0
2025,33,ST,M,No,0,0,0,0
2025,33,ST,M,Yes,0,0,0,0
2025,33,ST,F,No,0,0,0,0
2025,33,ST,F,Yes,0,0,0,0
2025,34,GENERAL,M,No,0,0,0,0
2025,34,GENERAL,M,Yes,0,0,0,0
2025,34,GENERAL,F,No,0,0,0,0
2025,34,GENERAL,F,Yes,0,0,0,0
2025,34,EWS,M,No,0,0,0,0
2025,34,EWS,M,Yes,0,0,0,0
2025,34,EWS,F,No,0,0,0,0
2025,34,EWS,F,Yes,0,0,0,0
2025,34,OBC-NCL,M,No,0,0,0,0
2025,34,OBC-NCL,M,Yes,0,0,0,0
2025,34,OBC-NCL,F,No,0,0,0,0
2025,34,OBC-NCL,F,Yes,0,0,0,0
2025,34,SC,M,No,0,0,0,0
2025,34,SC,M,Yes,0,0,0,0
2025,34,SC,F,No,0,0,0,0
2025,34,SC,F,Yes,0,0,0,0
2025,34,ST,M,No,0,0,0,0
2025,34,ST,M,Yes,0,0,0,0
2025,34,ST,F,No,0,0,0,0
2025,34,ST,F,Yes,0,0,0,0
2025,35,GENERAL,M,No,0,0,0,0
2025,35,GENERAL,M,Yes,0,0,0,0
2025,35,GENERAL,F,No,0,0,0,0
2025,35,GENERAL,F,Yes,0,0,0,0
2025,35,EWS,M,No,0,0,0,0
2025,35,EWS,M,Yes,0,0,0,0
2025,35,EWS,F,No,0,0,0,0
2025,35,EWS,F,Yes,0,0,0,0
2025,35,OBC-NCL,M,No,0,0,0,0
2025,35,OBC-NCL,M,Yes,0,0,0,0
2025,35,OBC-NCL,F,No,0,0,0,0
2025,35,OBC-NCL,F,Yes,0,0,0,0
2025,35,SC,M,No,0,0,0,0
2025,35,SC,M,Yes,0,0,0,0
2025,35,SC,F,No,0,0,0,0
2025,35,SC,F,Yes,0,0,0,0
2025,35,ST,M,No,0,0,0,0
2025,35,ST,M,Yes,0,0,0,0
2025,35,ST,F,No,0,0,0,0
2025,35,ST,F,Yes,0,0,0,0
2025,36,GENERAL,M,No,0,0,0,0
2025,36,GENERAL,M,Yes,0,0,0,0
2025,36,GENERAL,F,No,0,0,0,0
2025,36,GENERAL,F,Yes,0,0,0,0
2025,36,EWS,M,No,0,0,0,0
2025,36,EWS,M,Yes,0,0,0,0
2025,36,EWS,F,No,0,0,0,0
2025,36,EWS,F,Yes,0,0,0,0
2025,36,OBC-NCL,M,No,0,0,0,0
2025,36,OBC-NCL,M,Yes,0,0,0,0
2025,36,OBC-NCL,F,No,0,0,0,0
2025,36,OBC-NCL,F,Yes,0,0,0,0
2025,36,SC,M,No,0,0,0,0
2025,36,SC,M,Yes,0,0,0,0
2025,36,SC,F,No,0,0,0,0
2025,36,SC,F,Yes,0,0,0,0
2025,36,ST,M,No,0,0,0,0
2025,36,ST,M,Yes,0,0,0,0
2025,36,ST,F,No,0,0,0,0
2025,36,ST,F,Yes,0,0,0,0
2025,37,GENERAL,M,No,0,0,0,0
2025,37,GENERAL,M,Yes,0,0,0,0
2025,37,GENERAL,F,No,0,0,0,0
2025,37,GENERAL,F,Yes,0,0,0,0
2025,37,EWS,M,No,0,0,0,0
2025,37,EWS,M,Yes,0,0,0,0
2025,37,EWS,F,No,0,0,0,0
2025,37,EWS,F,Yes,0,0,0,0
2025,37,OBC-NCL,M,No,0,0,0,0
2025,37,OBC-NCL,M,Yes,0,0,0,0
2025,37,OBC-NCL,F,No,0,0,0,0
2025,37,OBC-NCL,F,Yes,0,0,0,0
2025,37,SC,M,No,71392,71692,7899,7999
2025,37,SC,M,Yes,71392,71692,347,447
2025,37,SC,F,No,71392,71692,7504,7599
2025,37,SC,F,Yes,71392,71692,329,424
2025,37,ST,M,No,71392,71692,4719,4819
2025,37,ST,M,Yes,71392,71692,188,288
2025,37,ST,F,No,71392,71692,4483,4578
2025,37,ST,F,Yes,71392,71692,178,273
2025,38,GENERAL,M,No,0,0,0,0
2025,38,GENERAL,M,Yes,0,0,0,0
2025,38,GENERAL,F,No,0,0,0,0
2025,38,GENERAL,F,Yes,0,0,0,0
2025,38,EWS,M,No,0,0,0,0
2025,38,EWS,M,Yes,0,0,0,0
2025,38,EWS,F,No,0,0,0,0
2025,38,EWS,F,Yes,0,0,0,0
2025,38,OBC-NCL,M,No,0,0,0,0
2025,38,OBC-NCL,M,Yes,0,0,0,0
2025,38,OBC-NCL,F,No,0,0,0,0
2025,38,OBC-NCL,F,Yes,0,0,0,0
2025,38,SC,M,No,69626,69926,7702,7802
2025,38,SC,M,Yes,69626,69926,337,437
2025,38,SC,F,No,69626,69926,7316,7411
2025,38,SC,F,Yes,69626,69926,320,415
2025,38,ST,M,No,69626,69926,4601,4701
2025,38,ST,M,Yes,69626,69926,182,282
2025,38,ST,F,No,69626,69926,4370,4465
2025,38,ST,F,Yes,69626,69926,172,267
2025,39,GENERAL,M,No,0,0,0,0
2025,39,GENERAL,M,Yes,0,0,0,0
2025,39,GENERAL,F,No,0,0,0,0
2025,39,GENERAL,F,Yes,0,0,0,0
2025,39,EWS,M,No,0,0,0,0
2025,39,EWS,M,Yes,0,0,0,0
2025,39,EWS,F,No,0,0,0,0
2025,39,EWS,F,Yes,0,0,0,0
2025,39,OBC-NCL,M,No,0,0,0,0
2025,39,OBC-NCL,M,Yes,0,0,0,0
2025,39,OBC-NCL,F,No,0,0,0,0
2025,39,OBC-NCL,F,Yes,0,0,0,0
2025,39,SC,M,No,67903,68203,7511,7611
2025,39,SC,M,Yes,67903,68203,328,428
2025,39,SC,F,No,67903,68203,7135,7230
2025,39,SC,F,Yes,67903,68203,311,406
2025,39,ST,M,No,67903,68203,4486,4586
2025,39,ST,M,Yes,67903,68203,176,276
2025,39,ST,F,No,67903,68203,4261,4356
2025,39,ST,F,Yes,67903,68203,167,262
2025,40,GENERAL,M,No,0,0,0,0
2025,40,GENERAL,M,Yes,0,0,0,0
2025,40,GENERAL,F,No,0,0,0,0
2025,40,GENERAL,F,Yes,0,0,0,0
2025,40,EWS,M,No,0,0,0,0
2025,40,EWS,M,Yes,0,0,0,0
2025,40,EWS,F,No,0,0,0,0
2025,40,EWS,F,Yes,0,0,0,0
2025,40,OBC-NCL,M,No,0,0,0,0
2025,40,OBC-NCL,M,Yes,0,0,0,0
2025,40,OBC-NCL,F,No,0,0,0,0
2025,40,OBC-NCL,F,Yes,0,0,0,0
2025,40,SC,M,No,66223,66523,7324,7424
2025,40,SC,M,Yes,66223,66523,318,418
2025,40,SC,F,No,66223,66523,6957,7052
2025,40,SC,F,Yes,66223,66523,302,397
2025,40,ST,M,No,66223,66523,4374,4474
2025,40,ST,M,Yes,66223,66523,171,271
2025,40,ST,F,No,66223,66523,4155,4250
2025,40,ST,F,Yes,66223,66523,162,257
2025,41,GENERAL,M,No,0,0,0,0
2025,41,GENERAL,M,Yes,0,0,0,0
2025,41,GENERAL,F,No,0,0,0,0
2025,41,GENERAL,F,Yes,0,0,0,0
2025,41,EWS,M,No,0,0,0,0
2025,41,EWS,M,Yes,0,0,0,0
2025,41,EWS,F,No,0,0,0,0
2025,41,EWS,F,Yes,0,0,0,0
2025,41,OBC-NCL,M,No,0,0,0,0
2025,41,OBC-NCL,M,Yes,0,0,0,0
2025,41,OBC-NCL,F,No,0,0,0,0
2025,41,OBC-NCL,F,Yes,0,0,0,0
2025,41,SC,M,No,64584,64884,7142,7242
2025,41,SC,M,Yes,64584,64884,309,409
2025,41,SC,F,No,64584,64884,6784,6879
2025,41,SC,F,Yes,64584,64884,293,388
2025,41,ST,M,No,64584,64884,4265,4365
2025,41,ST,M,Yes,64584,64884,165,265
2025,41,ST,F,No,64584,64884,4051,4146
2025,41,ST,F,Yes,64584,64884,156,251
2025,42,GENERAL,M,No,0,0,0,0
2025,42,GENERAL,M,Yes,0,0,0,0
2025,42,GENERAL,F,No,0,0,0,0
2025,42,GENERAL,F,Yes,0,0,0,0
2025,42,EWS,M,No,0,0,0,0
2025,42,EWS,M,Yes,0,0,0,0
2025,42,EWS,F,No,0,0,0,0
2025,42,EWS,F,Yes,0,0,0,0
2025,42,OBC-NCL,M,No,0,0,0,0
2025,42,OBC-NCL,M,Yes,0,0,0,0
2025,42,OBC-NCL,F,No,0,0,0,0
2025,42,OBC-NCL,F,Yes,0,0,0,0
2025,42,SC,M,No,62986,63286,6965,7065
2025,42,SC,M,Yes,62986,63286,300,400
2025,42,SC,F,No,62986,63286,6616,6711
2025,42,SC,F,Yes,62986,63286,285,380
2025,42,ST,M,No,62986,63286,4159,4259
2025,42,ST,M,Yes,62986,63286,160,260
2025,42,ST,F,No,62986,63286,3951,4046
2025,42,ST,F,Yes,62986,63286,152,247
2025,43,GENERAL,M,No,0,0,0,0
2025,43,GENERAL,M,Yes,0,0,0,0
2025,43,GENERAL,F,No,0,0,0,0
2025,43,GENERAL,F,Yes,0,0,0,0
2025,43,EWS,M,No,0,0,0,0
2025,43,EWS,M,Yes,0,0,0,0
2025,43,EWS,F,No,0,0,0,0
2025,43,EWS,F,Yes,0,0,0,0
2025,43,OBC-NCL,M,No,0,0,0,0
2025,43,OBC-NCL,M,Yes,0,0,0,0
2025,43,OBC-NCL,F,No,0,0,0,0
2025,43,OBC-NCL,F,Yes,0,0,0,0
2025,43,SC,M,No,61427,61727,6791,6891
2025,43,SC,M,Yes,61427,61727,292,392
2025,43,SC,F,No,61427,61727,6451,6546
2025,43,SC,F,Yes,61427,61727,277,372
2025,43,ST,M,No,61427,61727,4055,4155
2025,43,ST,M,Yes,61427,61727,155,255
2025,43,ST,F,No,61427,61727,3852,3947
2025,43,ST,F,Yes,61427,61727,147,242
2025,44,GENERAL,M,No,0,0,0,0
2025,44,GENERAL,M,Yes,0,0,0,0
2025,44,GENERAL,F,No,0,0,0,0
2025,44,GENERAL,F,Yes,0,0,0,0
2025,44,EWS,M,No,0,0,0,0
2025,44,EWS,M,Yes,0,0,0,0
2025,44,EWS,F,No,0,0,0,0
2025,44,EWS,F,Yes,0,0,0,0
2025,44,OBC-NCL,M,No,0,0,0,0
2025,44,OBC-NCL,M,Yes,0,0,0,0
2025,44,OBC-NCL,F,No,0,0,0,0
2025,44,OBC-NCL,F,Yes,0,0,0,0
2025,44,SC,M,No,59907,60207,6623,6723
2025,44,SC,M,Yes,59907,60207,283,383
2025,44,SC,F,No,59907,60207,6291,6386
2025,44,SC,F,Yes,59907,60207,268,363
2025,44,ST,M,No,59907,60207,3953,4053
2025,44,ST,M,Yes,59907,60207,150,250
2025,44,ST,F,No,59907,60207,3755,3850
2025,44,ST,F,Yes,59907,60207,142,237
2025,45,GENERAL,M,No,0,0,0,0
2025,45,GENERAL,M,Yes,0,0,0,0
2025,45,GENERAL,F,No,0,0,0,0
2025,45,GENERAL,F,Yes,0,0,0,0
2025,45,EWS,M,No,0,0,0,0
2025,45,EWS,M,Yes,0,0,0,0
2025,45,EWS,F,No,0,0,0,0
2025,45,EWS,F,Yes,0,0,0,0
2025,45,OBC-NCL,M,No,0,0,0,0
2025,45,OBC-NCL,M,Yes,0,0,0,0
2025,45,OBC-NCL,F,No,0,0,0,0
2025,45,OBC-NCL,F,Yes,0,0,0,0
2025,45,SC,M,No,58424,58724,6458,6558
2025,45,SC,M,Yes,58424,58724,275,375
2025,45,SC,F,No,58424,58724,6135,6230
2025,45,SC,F,Yes,58424,58724,261,356
2025,45,ST,M,No,58424,58724,3854,3954
2025,45,ST,M,Yes,58424,58724,145,245
2025,45,ST,F,No,58424,58724,3661,3756
2025,45,ST,F,Yes,58424,58724,137,232
2025,46,GENERAL,M,No,0,0,0,0
2025,46,GENERAL,M,Yes,0,0,0,0
2025,46,GENERAL,F,No,0,0,0,0
2025,46,GENERAL,F,Yes,0,0,0,0
2025,46,EWS,M,No,0,0,0,0
2025,46,EWS,M,Yes,0,0,0,0
2025,46,EWS,F,No,0,0,0,0
2025,46,EWS,F,Yes,0,0,0,0
2025,46,OBC-NCL,M,No,0,0,0,0
2025,46,OBC-NCL,M,Yes,0,0,0,0
2025,46,OBC-NCL,F,No,0,0,0,0
2025,46,OBC-NCL,F,Yes,0,0,0,0
2025,46,SC,M,No,56978,57278,6297,6397
