YEAR,SESSION,SHIFT,MARKS_SCORED,DIFFICULTY_FACTOR,EXPECTED_PERCENTILE
2025,January,2,9,0.9783,12.8401
2025,January,2,10,0.9783,13.084
2025,January,2,11,0.9783,13.3345
2025,January,2,12,0.9783,13.5867
2025,January,2,13,0.9783,13.8468
2025,January,2,14,0.9783,14.0999
2025,January,2,15,0.9783,14.3679
2025,January,2,16,0.9783,14.6426
2025,January,2,17,0.9783,14.9158
2025,January,2,18,0.9783,15.1863
2025,January,2,19,0.9783,15.4678
2025,January,2,20,0.9783,15.7615
2025,January,2,21,0.9783,16.0461
2025,January,2,22,0.9783,16.3486
2025,January,2,23,0.9783,16.6481
2025,January,2,24,0.9783,16.9438
2025,January,2,25,0.9783,17.2545
2025,January,2,26,0.9783,17.5736
2025,January,2,27,0.9783,17.8878
2025,January,2,28,0.9783,18.2072
2025,January,2,29,0.9783,18.5351
2025,January,2,30,0.9783,18.8619
2025,January,2,31,0.9783,19.1999
2025,January,2,32,0.9783,19.5408
2025,January,2,33,0.9783,19.8786
2025,January,2,34,0.9783,20.2305
2025,January,2,35,0.9783,20.5853
2025,January,2,36,0.9783,20.9425
2025,January,2,37,0.9783,21.3074
2025,January,2,38,0.9783,21.6689
2025,January,2,39,0.9783,22.0441
2025,January,2,40,0.9783,22.4189
2025,January,2,41,0.9783,22.8022
2025,January,2,42,0.9783,23.1798
2025,January,2,43,0.9783,23.5702
2025,January,2,44,0.9783,23.9625
2025,January,2,45,0.9783,24.3682
2025,January,2,46,0.9783,24.7646
2025,January,2,47,0.9783,25.1749
2025,January,2,48,0.9783,25.5839
2025,January,2,49,0.9783,26.0022
2025,January,2,50,0.9783,26.4256
2025,January,2,51,0.9783,26.8446
2025,January,2,52,0.9783,27.2805
2025,January,2,53,0.9783,27.7081
2025,January,2,54,0.9783,28.1482
2025,January,2,55,0.9783,28.5916
2025,January,2,56,0.9783,29.0362
2025,January,2,57,0.9783,29.4846
2025,January,2,58,0.9783,29.9446
2025,January,2,59,0.9783,30.3968
2025,January,2,60,0.9783,30.8608
2025,January,2,61,0.9783,31.3287
2025,January,2,62,0.9783,31.7984
2025,January,2,63,0.9783,32.269
2025,January,2,64,0.9783,32.7454
2025,January,2,65,0.9783,33.2249
2025,January,2,66,0.9783,33.7108
2025,January,2,67,0.9783,34.1959
2025,January,2,68,0.9783,34.6934
2025,January,2,69,0.9783,35.1817
2025,January,2,70,0.9783,35.6824
2025,January,2,71,0.9783,36.1838
2025,January,2,72,0.9783,36.6825
2025,January,2,73,0.9783,37.1945
2025,January,2,74,0.9783,37.6976
2025,January,2,75,0.9783,38.2099
2025,January,2,76,0.9783,38.7293
2025,January,2,77,0.9783,39.2405
2025,January,2,78,0.9783,39.7627
2025,January,2,79,0.9783,40.2809
2025,January,2,80,0.9783,40.8051
2025,January,2,81,0.9783,41.3313
2025,January,2,82,0.9783,41.8587
2025,January,2,83,0.9783,42.3895
2025,January,2,84,0.9783,42.9304
2025,January,2,85,0.9783,43.4566
2025,January,2,86,0.9783,43.9921
2025,January,2,87,0.9783,44.5257
2025,January,2,88,0.9783,45.0661
2025,January,2,89,0.9783,45.6106
2025,January,2,90,0.9783,46.1473
2025,January,2,91,0.9783,46.6824
2025,January,2,92,0.9783,47.2331
2025,January,2,93,0.9783,47.7711
2025,January,2,94,0.9783,48.3165
2025,January,2,95,0.9783,48.855
2025,January,2,96,0.9783,49.3965
2025,January,2,97,0.9783,49.9443
2025,January,2,98,0.9783,50.4837
2025,January,2,99,0.9783,51.031
2025,January,2,100,0.9783,51.5726
2025,January,2,101,0.9783,52.121
2025,January,2,102,0.9783,52.6574
2025,January,2,103,0.9783,53.2037
2025,January,2,104,0.9783,53.7427
2025,January,2,105,0.9783,54.2828
2025,January,2,106,0.9783,54.8174
2025,January,2,107,0.9783,55.3569
2025,January,2,108,0.9783,55.8967
2025,January,2,109,0.9783,56.4286
2025,January,2,110,0.9783,56.9661
2025,January,2,111,0.9783,57.4971
2025,January,2,112,0.9783,58.0266
2025,January,2,113,0.9783,58.5564
2025,January,2,114,0.9783,59.0842
2025,January,2,115,0.9783,59.6092
2025,January,2,116,0.9783,60.1294
2025,January,2,117,0.9783,60.6466
2025,January,2,118,0.9783,61.17
2025,January,2,119,0.9783,61.6839
2025,January,2,120,0.9783,62.1887
2025,January,2,121,0.9783,62.7056
2025,January,2,122,0.9783,63.2148
2025,January,2,123,0.9783,63.7187
2025,January,2,124,0.9783,64.2173
2025,January,2,125,0.9783,64.7154
2025,January,2,126,0.9783,65.2085
2025,January,2,127,0.9783,65.6954
2025,January,2,128,0.9783,66.1839
2025,January,2,129,0.9783,66.6705
2025,January,2,130,0.9783,67.1548
2025,January,2,131,0.9783,67.63
2025,January,2,132,0.9783,68.1062
2025,January,2,133,0.9783,68.5757
2025,January,2,134,0.9783,69.0439
2025,January,2,135,0.9783,69.5089
2025,January,2,136,0.9783,69.9684
2025,January,2,137,0.9783,70.418
2025,January,2,138,0.9783,70.8688
2025,January,2,139,0.9783,71.3175
2025,January,2,140,0.9783,71.7639
2025,January,2,141,0.9783,72.1963
2025,January,2,142,0.9783,72.636
2025,January,2,143,0.9783,73.0625
2025,January,2,144,0.9783,73.4917
2025,January,2,145,0.9783,73.9058
2025,January,2,146,0.9783,74.3257
2025,January,2,147,0.9783,74.7399
2025,January,2,148,0.9783,75.1436
2025,January,2,149,0.9783,75.5484
2025,January,2,150,0.9783,75.9553
2025,January,2,151,0.9783,76.3473
2025,January,2,152,0.9783,76.7314
2025,January,2,153,0.9783,77.1249
2025,January,2,154,0.9783,77.4994
2025,January,2,155,0.9783,77.8823
2025,January,2,156,0.9783,78.2549
2025,January,2,157,0.9783,78.6213
2025,January,2,158,0.9783,78.9861
2025,January,2,159,0.9783,79.3457
2025,January,2,160,0.9783,79.6947
2025,January,2,161,0.9783,80.0463
2025,January,2,162,0.9783,80.3915
2025,January,2,163,0.9783,80.7264
2025,January,2,164,0.9783,81.0641
2025,January,2,165,0.9783,81.3973
2025,January,2,166,0.9783,81.7259
2025,January,2,167,0.9783,82.0431
2025,January,2,168,0.9783,82.3681
2025,January,2,169,0.9783,82.6781
2025,January,2,170,0.9783,82.9882
2025,January,2,171,0.9783,83.2913
2025,January,2,172,0.9783,83.5923
2025,January,2,173,0.9783,83.8911
2025,January,2,174,0.9783,84.1824
2025,January,2,175,0.9783,84.4677
2025,January,2,176,0.9783,84.7511
2025,January,2,177,0.9783,85.0333
2025,January,2,178,0.9783,85.3047
2025,January,2,179,0.9783,85.5732
2025,January,2,180,0.9783,85.839
2025,January,2,181,0.9783,86.1064
2025,January,2,182,0.9783,86.3573
2025,January,2,183,0.9783,86.6175
2025,January,2,184,0.9783,86.8694
2025,January,2,185,0.9783,87.1164
2025,January,2,186,0.9783,87.3528
2025,January,2,187,0.9783,87.5881
2025,January,2,188,0.9783,87.83
2025,January,2,189,0.9783,88.0554
2025,January,2,190,0.9783,88.2815
2025,January,2,191,0.9783,88.5079
2025,January,2,192,0.9783,88.7293
2025,January,2,193,0.9783,88.9412
2025,January,2,194,0.9783,89.155
2025,January,2,195,0.9783,89.3585
2025,January,2,196,0.9783,89.5702
2025,January,2,197,0.9783,89.7646
2025,January,2,198,0.9783,89.9646
2025,January,2,199,0.9783,90.1652
2025,January,2,200,0.9783,90.3515
2025,January,2,201,0.9783,90.5435
2025,January,2,202,0.9783,90.7266
2025,January,2,203,0.9783,90.902
2025,January,2,204,0.9783,91.084
2025,January,2,205,0.9783,91.2598
2025,January,2,206,0.9783,91.4291
2025,January,2,207,0.9783,91.6038
2025,January,2,208,0.9783,91.764
2025,January,2,209,0.9783,91.9255
2025,January,2,210,0.9783,92.0883
2025,January,2,211,0.9783,92.2482
2025,January,2,212,0.9783,92.4033
2025,January,2,213,0.9783,92.5469
2025,January,2,214,0.9783,92.7031
2025,January,2,215,0.9783,92.8476
2025,January,2,216,0.9783,92.9876
2025,January,2,217,0.9783,93.1247
2025,January,2,218,0.9783,93.2642
2025,January,2,219,0.9783,93.4
2025,January,2,220,0.9783,93.5331
2025,January,2,221,0.9783,93.6653
2025,January,2,222,0.9783,93.7936
2025,January,2,223,0.9783,93.9192
2025,January,2,224,0.9783,94.0411
2025,January,2,225,0.9783,94.1589
2025,January,2,226,0.9783,94.278
2025,January,2,227,0.9783,94.3998
2025,January,2,228,0.9783,94.5133
2025,January,2,229,0.9783,94.624
2025,January,2,230,0.9783,94.7311
2025,January,2,231,0.9783,94.8391
2025,January,2,232,0.9783,94.944
2025,January,2,233,0.9783,95.051
2025,January,2,234,0.9783,95.1459
2025,January,2,235,0.9783,95.2449
2025,January,2,236,0.9783,95.3493
2025,January,2,237,0.9783,95.4434
2025,January,2,238,0.9783,95.5346
2025,January,2,239,0.9783,95.6252
2025,January,2,240,0.9783,95.7206
2025,January,2,241,0.9783,95.8013
2025,January,2,242,0.9783,95.8945
2025,January,2,243,0.9783,95.972
2025,January,2,244,0.9783,96.0559
2025,January,2,245,0.9783,96.1443
2025,January,2,246,0.9783,96.2181
2025,January,2,247,0.9783,96.298
2025,January,2,248,0.9783,96.3773
2025,January,2,249,0.9783,96.4461
2025,January,2,250,0.9783,96.5218
2025,January,2,251,0.9783,96.5964
2025,January,2,252,0.9783,96.6699
2025,January,2,253,0.9783,96.7363
2025,January,2,254,0.9783,96.8063
2025,January,2,255,0.9783,96.8703
2025,January,2,256,0.9783,96.9397
2025,January,2,257,0.9783,96.9957
2025,January,2,258,0.9783,97.0618
2025,January,2,259,0.9783,97.1229
2025,January,2,260,0.9783,97.1823
2025,January,2,261,0.9783,97.2455
2025,January,2,262,0.9783,97.3054
2025,January,2,263,0.9783,97.3547
2025,January,2,264,0.9783,97.408
2025,January,2,265,0.9783,97.4655
2025,January,2,266,0.9783,97.5229
2025,January,2,267,0.9783,97.5752
2025,January,2,268,0.9783,97.6275
2025,January,2,269,0.9783,97.671
2025,January,2,270,0.9783,97.7173
2025,January,2,271,0.9783,97.7684
2025,January,2,272,0.9783,97.8182
2025,January,2,273,0.9783,97.8666
2025,January,2,274,0.9783,97.9087
2025,January,2,275,0.9783,97.9569
2025,January,2,276,0.9783,97.9966
2025,January,2,277,0.9783,98.0383
2025,January,2,278,0.9783,98.077
2025,January,2,279,0.9783,98.1204
2025,January,2,280,0.9783,98.1594
2025,January,2,281,0.9783,98.1963
2025,January,2,282,0.9783,98.2382
2025,January,2,283,0.9783,98.2778
2025,January,2,284,0.9783,98.3131
2025,January,2,285,0.9783,98.3479
2025,January,2,286,0.9783,98.3804
2025,January,2,287,0.9783,98.4186
2025,January,2,288,0.9783,98.4446
2025,January,2,289,0.9783,98.4861
2025,January,2,290,0.9783,98.5179
2025,January,2,291,0.9783,98.5437
2025,January,2,292,0.9783,98.5716
2025,January,2,293,0.9783,98.6103
2025,January,2,294,0.9783,98.6305
2025,January,2,295,0.9783,98.6597
2025,January,2,296,0.9783,98.6921
2025,January,2,297,0.9783,98.7172
2025,January,2,298,0.9783,98.745
2025,January,2,299,0.9783,98.7723
2025,January,2,300,0.9783,98.8008
2025,January,3,-20,0.9371,7.3939
2025,January,3,-19,0.9371,7.5396
2025,January,3,-18,0.9371,7.6857
2025,January,3,-17,0.9371,7.8306
2025,January,3,-16,0.9371,7.9819
2025,January,3,-15,0.9371,8.1393
2025,January,3,-14,0.9371,8.2973
2025,January,3,-13,0.9371,8.4584
2025,January,3,-12,0.9371,8.6164
2025,January,3,-11,0.9371,8.7891
2025,January,3,-10,0.9371,8.953
2025,January,3,-9,0.9371,9.126
2025,January,3,-8,0.9371,9.3007
2025,January,3,-7,0.9371,9.4785
2025,January,3,-6,0.9371,9.6513
2025,January,3,-5,0.9371,9.8357
2025,January,3,-4,0.9371,10.0285
2025,January,3,-3,0.9371,10.2111
2025,January,3,-2,0.9371,10.4115
2025,January,3,-1,0.9371,10.6033
2025,January,3,0,0.9371,10.8047
2025,January,3,1,0.9371,11.0002
2025,January,3,2,0.9371,11.2082
2025,January,3,3,0.9371,11.4172
2025,January,3,4,0.9371,11.6266
2025,January,3,5,0.9371,11.8445
2025,January,3,6,0.9371,12.0618
2025,January,3,7,0.9371,12.2895
2025,January,3,8,0.9371,12.5149
2025,January,3,9,0.9371,12.7435
2025,January,3,10,0.9371,12.9799
2025,January,3,11,0.9371,13.2163
2025,January,3,12,0.9371,13.4581
2025,January,3,13,0.9371,13.6995
2025,January,3,14,0.9371,13.9466
2025,January,3,15,0.9371,14.203
2025,January,3,16,0.9371,14.456
2025,January,3,17,0.9371,14.7193
2025,January,3,18,0.9371,14.983
2025,January,3,19,0.9371,15.2451
2025,January,3,20,0.9371,15.5215
2025,January,3,21,0.9371,15.791
2025,January,3,22,0.9371,16.0699
2025,January,3,23,0.9371,16.3537
2025,January,3,24,0.9371,16.644
2025,January,3,25,0.9371,16.9313
2025,January,3,26,0.9371,17.2294
2025,January,3,27,0.9371,17.5279
2025,January,3,28,0.9371,17.8286
2025,January,3,29,0.9371,18.1337
2025,January,3,30,0.9371,18.4482
2025,January,3,31,0.9371,18.7598
2025,January,3,32,0.9371,19.0801
2025,January,3,33,0.9371,19.4019
2025,January,3,34,0.9371,19.7329
2025,January,3,35,0.9371,20.0641
2025,January,3,36,0.9371,20.4022
2025,January,3,37,0.9371,20.7379
2025,January,3,38,0.9371,21.0846
2025,January,3,39,0.9371,21.4334
2025,January,3,40,0.9371,21.783
2025,January,3,41,0.9371,22.1486
2025,January,3,42,0.9371,22.5066
2025,January,3,43,0.9371,22.8725
2025,January,3,44,0.9371,23.2426
2025,January,3,45,0.9371,23.6126
2025,January,3,46,0.9371,23.9946
2025,January,3,47,0.9371,24.377
2025,January,3,48,0.9371,24.7549
2025,January,3,49,0.9371,25.1487
2025,January,3,50,0.9371,25.5383
2025,January,3,51,0.9371,25.9391
2025,January,3,52,0.9371,26.3409
2025,January,3,53,0.9371,26.7464
2025,January,3,54,0.9371,27.1559
2025,January,3,55,0.9371,27.5729
2025,January,3,56,0.9371,27.9908
2025,January,3,57,0.9371,28.4094
2025,January,3,58,0.9371,28.8411
2025,January,3,59,0.9371,29.2668
2025,January,3,60,0.9371,29.6948
2025,January,3,61,0.9371,30.1402
2025,January,3,62,0.9371,30.5751
2025,January,3,63,0.9371,31.0194
2025,January,3,64,0.9371,31.4721
2025,January,3,65,0.9371,31.9145
2025,January,3,66,0.9371,32.3696
2025,January,3,67,0.9371,32.8277
2025,January,3,68,0.9371,33.2951
